smile,Polarizability,split
CCN(CCCS(N)(=O)=O)[C@@H](C)C#N,126.61,train
O=C(OC/C(Cl)=C/Cl)[C@@H](O)C1CC1,117.25,train
Cc1ccc2oc(C(=O)N3CC[C@H](NC(=O)OC(C)(C)C)C[C@H]3C)cc2c1,264.84,train
COCCO[C@@H](C)c1nnc(N2CCN(CC(F)(F)F)[C@H](C)C2)n1Cc1cccc(C(C)(C)O)c1,305.92,train
Cc1cccc2c1N(C(=O)[C@@H](O)C(C)C)CC2,163.14,train
C[C@]1(c2ccccc2)C[C@H]1C(=O)N1CC[C@@H](CCNC(=O)CC(N)=O)C1,236.02,train
CC(C)(C)[C@H]1CC[C@H](OCCO)CC1,137.41,train
CO[C@H]1C[C@H](OC(=O)Cc2nnn(C(C)(C)C)n2)C1,163.97,train
CC(C)Cc1c[nH]c(C(=O)Nc2ccc(OCC(=O)N(C)C)c(Cl)c2)c1,273.06,train
COc1ccc(-c2nc(C)sc2CC(=O)N2CCCCC[C@@H]2CCO)cc1,277.45,train
CCCCCNC(=O)Nc1ccncc1F,146.18,train
C[C@@H]1Cc2ccccc2N1C(=O)[C@H]1CCCC[C@H]1C(=O)NC1CCC(CO)CC1,271.96,train
Cc1noc(-c2nc3c(s2)CCC3)n1,142.31,train
CCS(=O)(=O)NCCCCCCSC,149.16,train
O=C(Cc1c[nH]cn1)N1CC[C@@H](CNC(=O)[C@@H]2CCCOCC2)C1,211.92,train
Cc1ccoc1CN[C@H](CCO)c1ccccc1F,170.3,train
CC[C@H](C)NC(=O)CCn1c([C@@H]2CCCN(C(=O)OC(C)(C)C)C2)nnc1N(C)C[C@H]1CCOC1,320.45,train
Cc1nonc1CSC[C@H]1CCOC1,129.77,train
CN1C(=O)NC2(CCN(C(=O)[C@@]3(F)CN(C(=O)OC(C)(C)C)CC34COC4)CC2)C1=O,257.14,train
C[C@@H](NC(=O)NCCc1ccccc1OC(F)(F)F)[C@H]1CN(Cc2ccccc2)CCO1,277.38,train
C[C@@H]1CN(CCN(C)c2nnc([C@H]3CCOC3)n2Cc2ccc(OCC(F)(F)F)cc2)C[C@H](C)O1,308.52,train
CC(C)[C@@H](C(=O)N1CC[C@@H](N(C)C(=O)C2CCC2)C1)c1ccccc1,237.81,train
C[C@@H](CC(N)=O)N(C)c1nnc(COc2ccccc2F)n1Cc1ccc(N2CCC(C)CC2)nc1,336.11,train
CO[C@H](Cn1c([C@@H]2CN(S(C)(=O)=O)CCO2)nnc1N1CC[C@@H](C)[C@@H](O)C1)C1CC1,267.89,train
Cc1conc1CN1CC2(C1)CN(C(=O)c1cnccn1)CCO2,204.1,train
CO[C@@H](CNC(=O)NCC#Cc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,259.97,train
Cc1nn(-c2ccccc2)cc1CNC(=O)Nc1cccc([C@H](C)N2CCOCC2)c1,314.62,train
O=C(NC1(CO)CC1)c1scnc1Cl,133.13,train
NC(=O)c1cccc(CCn2c(Cc3cccnc3)nnc2N2CCC[C@@H](OCC(F)(F)F)C2)c1,298.87,train
CC[C@H](C)[C@](C)(O)Cn1c(CC(C)(C)C)nnc1N1CCN(CC(=O)N2CCc3ccccc32)CC1,351.9,train
O=C(CCc1nc2ccccc2c(=O)[nH]1)OCc1ccc(OCc2ccccn2)cc1,289.74,train
C=CCCCn1c([C@@H]2CN(S(C)(=O)=O)CCO2)nnc1N1CC[C@H]2OC(=O)O[C@H]2C1,257.87,train
NC(=O)OCCNC(=O)[C@H](O)C1CC1,112.32,train
CNS(=O)(=O)N[C@@H](C)C1CCCCC1,131.63,train
CCc1nnc(COC(=O)CSC)s1,140.81,train
O=C1CCN(CC(F)(F)F)CC[C@@H]1F,95.07,train
O=S(=O)(N=S1(=O)CCCC1)N1CC=C[C@@H]1CO,152.73,train
FC(F)(F)c1ccc2sc(NCc3nnc4n3CCCCC4)nc2c1,223.26,train
C[C@H]1CN(c2nnc(CCOc3ccccc3)n2C[C@@H](N2CCOCC2)C(F)(F)F)CC(C)(C)O1,302.76,train
CC[C@@H](C)NC(=O)CCn1c([C@@H]2CCCN(C(=O)OC(C)(C)C)C2)nnc1N1CCOC(C)(C)C1,323.66,train
O=C(Nc1ccc(OCc2cccnc2)cc1)C(=O)N[C@@H]1CC[C@@H]2CCC[C@@H]2C1,290.22,train
CN(CCc1ccccn1)C(=O)C[C@@H]1CC[C@H]2C[C@H]21,181.85,train
CC(C)NC(=O)c1nnc(N2CCCN(CC(F)(F)F)CC2)n1CCCN(C)c1ccccc1F,301.79,train
O=C(c1cc(-c2ccccc2O)[nH]n1)N1C[C@H](C(F)(F)F)[C@@H](C(F)(F)F)C1,204.12,train
COC(=O)[C@@H]1CC[C@@H]1C(=O)Nc1cccc(N2C(=O)N[C@@H](C)C2=O)c1C,228.06,train
C[C@H]1CN(c2nnc(CCOc3ccccc3)n2CCCn2ccnn2)CCN1C(=O)OC(C)(C)C,327.71,train
C[C@@H]1CN(C(=O)CC2CC2)C[C@@H]1NC(=O)C1(c2ccccc2)CCC1,234.18,train
C[C@@H](CCNC(=O)[C@@H]1CNC(=O)N1)NC(=O)C(F)F,143.76,train
Cc1cc(NC(=O)C(=O)N2CCC(Cc3ccccc3F)CC2)n(-c2ccccc2)n1,286.48,train
CC(C)[C@H](C)CNC(=O)C(=O)NCC1CCC1,163.95,train
COc1cc(C[C@@H](CO)CNc2cc(C)nc3c2cccc3[N+](=O)[O-])cc(OC)c1,287.07,train
Clc1ccc(Nc2cncnc2)cc1,145.44,train
Cc1nc([C@@H](C)N2CC[C@@H]2CN(C)C(=O)CC(C2CC2)C2CC2)n[nH]1,235.19,train
COc1ccc(C)cc1-n1ccc(C(=O)NCCc2ccc(SC)cc2)n1,289.06,train
Cc1cnn(C[C@H]2CN(c3nnc(-c4cccc(OC(F)F)c4)n3C[C@](C)(O)C(C)C)CCO2)c1,313.14,train
CC[C@H](C)C(=O)N1CCC[C@@H](C(=O)NCc2cc([N+](=O)[O-])cc(C(F)(F)F)c2)C1,242.07,train
Cc1cc(-c2cc(C(=O)Nc3nn(C(C)C)cc3C#N)c3c(C)noc3n2)c(C)s1,313.9,train
NC(=O)[C@@H]1C[C@@H]1C(=O)NCCCCF,116.51,train
C=CCCS(=O)(=O)NCC(=O)OC,114.53,train
C[C@@H](NC(=O)c1cccc2c[nH]nc21)C1CN(C(=O)C2CCCC2)C1,237.22,train
CCCC(=O)NCC[C@H]1OCCc2ccccc21,171.69,train
C=CCOC(=O)[C@@H]1CCN(C)S1(=O)=O,121.01,train
Cc1ccc(NC(=O)c2ccccc2S[C@H](C)C(N)=O)cc1C(=O)N(C)C(C)C,299.59,train
CCCCS(=O)(=O)N1CCS[C@H](C)C1,145.12,train
CC(C)[C@H](NC(=O)[C@H]1COc2ccc(O)cc2O1)C(=O)N(C)Cc1nnc2n1CCC2,270.72,train
CCN(CC)[C@@H](CNC(=O)C(=O)NCC(C)(C)CC#N)c1ccsc1,241.73,train
C[C@@H]1CN(CC(=O)N2CCCc3cc(S(=O)(=O)N(C)C)ccc32)[C@@H](C)CN1CCO,295.01,train
O=C(N[C@@H](c1ccccc1)[C@@H]1CCOC1)C1CSC1,185.45,train
C[C@@H]1CC[C@@H](C)N1CC(=O)Nc1cc2c(cc1NC(=O)OC(C)(C)C)OCO2,260.92,train
O=C(N[C@H]1CC[S@@](=O)C1)c1cnsn1,131.06,train
CCc1c(C(=O)NCC2CC(NC(=O)c3nnc[nH]3)C2)ccn1C,220.02,train
COC(C)(C)CC(=O)N1CCc2ccsc2[C@H]1C,178.09,train
CCSCCO[C@@H](C)COC(C)(C)C,150.9,train
CCN1C(=O)[C@@H]2CN(Cc3cccc(OCC(F)(F)F)c3)CCN2C1=O,211.42,train
CNS(=O)(=O)CCN[C@H](C)CC#N,117.72,train
CCN(C(=O)c1nc(C)ns1)C1CC1,136.92,train
CNC(=O)CCSCCC(F)(F)F,107.83,train
CCCCCC(=O)N1C[C@H](O)C[C@@H]1COC,148.1,train
CC(C)C(=O)NC1CCN(c2nnc(C(=O)Nc3ccccn3)n2CCCOC2CCCCC2)CC1,351.91,train
CC[C@@H](OC(=O)CNC(C)=O)C(C)C,126.18,train
O=C(Nc1ccc(C(=O)N2CCC([C@H](O)c3ccc(F)cc3)CC2)cc1)C1CC1,277.26,train
COCC(=O)NC[C@H]1CC[C@H](CNC(=O)c2n[nH]cc2F)CC1,196.17,train
Cc1cccc([C@@H]2NC(=O)N(Cc3ccc(CN4C[C@H](C)O[C@@H](C)C4)cc3)C2=O)c1C,292.18,train
C[C@H]1[C@H](NC(=O)c2ccc3nnnn3c2)CCCN1C(=O)C(F)F,196.21,train
CC(C)O[C@@H](c1ccccc1)C1CC1,137.84,train
CNC(=O)C1CN(C(=O)c2c3ccccc3nc3c2CCC/C3=C\c2ccco2)C1,330.59,train
FC(F)(c1ccc2ncnc(Cl)c2n1)N1Cc2cncn2C[C@@H](COc2cccnc2)C1,283.16,train
Cc1[nH]c2ccccc2c1C1=CCN(CC(=O)N2CCNC(=O)C2)CC1,252.89,train
O=C(COc1cccc(F)c1)N(Cc1ccccc1)[C@H]1CCS(=O)(=O)C1,232.13,train
CC[C@]1(O)CCN(c2nc(C)ns2)C1,137.96,train
COC(=O)[C@@H]1CCN(C(=O)CCO)C1,114.16,train
CC(C)CN(CC(N)=O)C/C(Cl)=C/Cl,139.93,train
CS(=O)(=O)N[C@@H]1CCCC[C@H]1CNC(=O)C(=O)Nc1cccnc1-n1cncn1,265.84,train
O=C(NCCC[C@H]1CCOC1)Nc1cc(F)ccc1OC[C@@H]1CCCO1,237.24,train
Cc1nn(C)c(C(=O)N2CCN(C)C(=O)C2)c1F,152.55,train
O=C(N[C@@H](c1c(F)cccc1F)C(F)(F)F)N1CCC[C@H](CCF)C1,189.91,train
CCCN(CC)C(=O)[C@@H](O)Cc1ccccc1Cl,176.29,train
COc1ccc(C[C@@H](C)c2nc(Cc3c(C)nn(C)c3Cl)no2)cc1OC,255.26,train
CC[C@@H](OC(=O)CN(C)C(C)=O)C(=O)OC,130.42,train
CCc1nn(C)cc1C(=O)N1CC[C@H](NC(=O)C2(C)CC2)[C@H](O)C1,217.09,train
C[C@](O)(CN1Cc2ccccc2C1=O)C(=O)N1CCO[C@@](C)(C(F)F)C1,212.49,train
C[C@@H]1CSC[C@@H]1NC(=O)NCCCc1nccs1,183.64,train
COc1ccc(NC(=O)c2sccc2Cl)cc1CO,202.04,train
CCCCNC(=S)NC[C@@H]1CCCO1,147.4,train
Cc1cc(C(=O)N[C@@H]2CCCN(Cc3ccccc3)C2)nn1-c1ccc(C)cc1,298.58,train
Cc1nc2ccc(NC(=O)N3CC[C@@H](Nc4ccccc4)C3)cc2o1,250.11,train
CNC(=O)c1cc(Oc2cccc(OC(=O)c3cc(C)cn4ccnc34)c2C)ccn1,299.38,train
O=C(NCCCCF)NCc1ccc(O)cc1,148.87,train
C/C(Cl)=C/CN1CCCC[C@H]1C(N)=O,133.98,train
CCc1nc(CC(=O)OC2CC2)cs1,134.34,train
CC[C@H](C)NC(=S)NCC[C@H](C)F,136.0,train
CN(CCCn1c(Cc2ccncc2)nnc1N(C)Cc1ccc(C(N)=O)cc1)C(=O)OC(C)(C)C,331.38,train
CC(C)[C@@H]1CCCN(S(C)(=O)=O)CC1,136.98,train
COC[C@H](Cn1c(-c2ccc(OC(C)C)c(OC)c2)nnc1N1CCc2c(cc[nH]c2=O)C1)OC,337.24,train
COc1ccc(C(=O)C2CCN(Cc3ccc(C)nc3C)CC2)cc1,250.99,train
CC(C)CS(=O)(=O)NCCc1nc(C(C)(C)C)cs1,195.49,train
CC(C)(C)OC(=O)NC1(c2noc(C3(C#N)CCCCC3)n2)CCCC1,230.55,train
Cc1noc(Cc2ccc(N[C@@H]3CCOC3)cc2)n1,175.49,train
C#CCN(c1nnc(C(=O)N2CCCC2)n1CCS(=O)(=O)NC)[C@H]1CCS(=O)(=O)C1,271.77,train
CC[C@@H]1CO[C@](C)(CCC(C)C)N1C(=O)c1cccnc1C(=O)OC,227.93,train
CN(Cc1ccon1)c1nnc([C@@H]2COCCN2C(=O)OC(C)(C)C)n1C[C@]1(O)CCCC1(C)C,299.35,train
C[C@@H](O)[C@@H]1CCCN(C(=O)Nc2ccc(-c3noc(C(F)F)n3)cc2)C1,238.83,train
CCC[C@H]1C[C@H](C(=O)Nc2cnn(C)c2Cl)CCO1,180.75,train
COc1cccc(C(=O)N2CC[C@@](C)(NC(=O)[C@H]3C[C@H]3C(N)=O)C2)n1,221.31,train
C[C@H](C[N@@H+](C)CC(=O)[O-])CS(C)(=O)=O,123.49,train
CC[C@@H](c1nnc(N2CCN(CC(=O)N(CC)CC)CC2)n1C[C@H]1CCCOC1)c1ccccc1,336.26,train
C[C@H](Cc1cnc[nH]1)C(=O)N1CC(N(C)C(=O)c2csnn2)C1,208.69,train
COCCNC(=O)[C@@H]1CC[C@@H](C)N(c2nnc(Cc3ccccc3F)n2CC2(OC)CCCC2)C1,317.47,train
CC(C)(C)C[C@@H](O)CC(=O)N[C@H]1CCCSC1,171.9,train
CNC(=O)N1CC[C@](C)(C(F)(F)F)C1,103.68,train
CC[C@H](OC(=O)CCCc1nc2ccccc2c(=O)[nH]1)c1ccc(OC)cc1,268.93,train
Clc1cc(NC2CC=CC2)nc([C@H]2CCCO2)n1,172.52,train
Cc1ccc(S(=O)(=O)C[C@H](C)NC(=O)[C@H]2COc3ccccc32)cc1,231.86,train
CN(CCCCCc1cc(-c2cccc(F)c2)no1)C(=O)[C@H]1CC(=O)N(C2CC2)C1,278.46,train
CN(C(=O)c1cn(C)cn1)[C@@H]1CCN(C(=O)CCc2c[nH]cn2)C1,217.82,train
Cn1ccc(CC(=O)N[C@@H]2CN(CC3(CS(C)(=O)=O)CC3)C[C@@H]2O)n1,226.29,train
CC(C)(C)OC(=O)N1CCOC[C@@H]1c1nnc(N2CC(C)(C)OC(C)(C)C2)n1CC[C@@H]1CCOC1,316.47,train
CN1CCN(c2nnc([C@@H]3CCOC3)n2C[C@@H](Cc2ccc(F)cc2)C(N)=O)CC1=O,264.03,train
O=C(/C=C\C1CCCC1)NC/C=C\Cl,145.7,train
Cc1sc2ncn(CC3CCN(C(=O)OC(C)(C)C)CC3)c(=O)c2c1C,259.29,train
CC(C)n1cc([C@H](C)N[C@H](C)Cc2ccsc2)nn1,191.5,train
CC(C)[C@H]1CCCN1c1nnc([C@H]2COCCN2C(=O)OC(C)(C)C)n1CCCN1CCOC1=O,303.6,train
Cn1c(-c2cnc(N)o2)nnc1N1CCC[C@@H]1/C=C\c1ccccc1,241.29,train
CC[C@H](F)C(=O)N1CC(N(C)C(=O)c2cn(C)c3ccc(F)cc23)C1,225.92,train
Cc1ccc(OCc2nnc(N3CCC[C@@H](NC(=O)C(C)(C)C)C3)n2C[C@@H](C)N2CCOCC2)cc1,341.05,train
CC[S@](C)(=O)=NC(=O)c1ccsc1Cl,148.52,train
CC(C)[C@H](CO)NC(=O)[C@@H]1CC12CCCC2,149.93,train
CC(=O)c1ccc(N2C(=O)C(=Cc3ccc(-c4c(Cl)cccc4Cl)o3)SC2=S)cc1,388.66,train
C=C1CCN(c2nnc(CCN3CCN(c4ccccc4)CC3)n2CCNC(=O)OC(C)(C)C)CC1,352.18,train
CN(C(=O)[C@H](Cc1ccccc1)NC(=O)N[C@@H]1CCC[C@]12CCCO2)c1ccccc1,290.72,train
C[C@@H]1CCN(C(=O)c2occc2Cl)[C@H](CNC(=O)[C@@H]2CCCN2C)C1,231.77,train
C=CCNC(=O)CNC(=O)[C@@H](C)OC,125.48,train
Cc1nn(C)c(C)c1NC(=O)CN(CCCO)[C@@H]1CCc2ccccc21,246.46,train
C[C@H]1CN(C(=O)CCc2cccc(O)c2)C[C@H]1O,164.02,train
Cc1cc(CN[C@H]2CCN(C(=O)c3cnc4n3[C@H](C)CCC4)C2)on1,231.14,train
CCNC(=O)CCC(=O)NCCCO,124.29,train
C[C@@H]1CN(C(=O)Nc2cccc(-c3nc4ccccc4o3)c2)CC[S@@](=O)C1,283.66,train
CC[C@H]([NH2+][C@@H](COC)C(C)C)C(=O)[O-],126.83,train
CCO[C@@H]1COCC[C@H]1NC(=O)NC[C@H](Cc1ccccc1)c1ccccc1,262.52,train
Cc1cc(C(=O)N2C[C@@H](O)C(C)(C)C2)co1,142.54,train
C[C@@H]1CO[C@H](C(=O)NCC2CN(CC3CCS(=O)(=O)CC3)C2)C1,207.82,train
CC(=O)c1ccccc1C(=O)N1CC[C@@H]2[C@@H](CCN2C(=O)OC(C)(C)C)C1,248.79,train
Cc1cc(C)n(-c2ccc(NCCNS(=O)(=O)c3ccc4c(c3)OCCO4)nn2)n1,283.95,train
Cc1[nH]c2ncc(NC[C@H]3CCCCO3)cc2c1C,194.06,train
CCCCC[C@@H](NC(=O)N[C@H](C)C(=O)NC(C)(C)C)c1ccccc1,243.23,train
CCN(Cc1cnccn1)CC(F)F,116.18,train
CCN(CC1CCC1)C(=O)CCOC[C@H]1CCCO1,175.52,train
O=C(C1CSC1)N1CCC[C@H](F)C1,120.46,train
CCOc1ccc(NCC(=O)N[C@H](C)CC)c(C)c1,187.85,train
CCn1cnnc1NC(=O)[C@H]1[C@@H]2CCCC[C@@H]21,153.75,train
Cc1cnn(C)c1C(=O)NC[C@@H]1CCC[C@@H]1NC(=O)c1cnnn1C,220.3,train
C[C@@H](NC(=O)C(=O)N1CC(C)(F)C1)c1cccnc1,162.86,train
C[C@@H](NS(=O)(=O)N1CCCOCC1)[C@H](C)CO,151.35,train
NC(=O)[C@@H]1C[C@@H]1C(=O)N1CC[C@@H](NC(=O)c2cncc(Cl)c2)C1,210.61,train
Cc1nc(CCSc2nc[nH]n2)cs1,143.33,train
Cc1cc(N2CCCS2(=O)=O)ccc1-c1nc(C2(N)CCCC2)no1,251.73,train
CC1(C)CCN1C(=O)c1ccc(C(F)(F)F)c(F)c1,150.82,train
CC(C)(C)NC(=O)CCn1c(Cc2ccc(F)cc2)nnc1N1CCN(C(=O)c2ccsc2)CC1,325.63,train
COc1cccc(C[C@@H](O)C(=O)N(C)Cc2nc(-c3cccnc3)no2)c1,245.91,train
COC[C@@H]1CCN(c2ccc(C(=O)N3CCC[C@@H]4[C@@H](O)C(C)(C)[C@@H]43)cc2)C1,275.33,train
CC(C)[C@@H](C)NC(=O)C1CCN(c2nnc(Cc3ccncc3)n2CCCN2CCCCC2=O)CC1,333.7,train
CCO/C=C\C(=O)N[C@H](CC)C(F)F,117.07,train
CCCC1(CNC(=O)NCc2ccn(C)n2)CCC1,179.01,train
Cn1ccc(-c2noc(CC3(C)CC3)n2)n1,145.07,train
CCO[C@@H](C(=O)NCC[C@H](C)CC)C1CCOCC1,180.73,train
COC(=O)C[C@H](NC(=O)[C@@H]1CCn2cncc2C1)c1ccc(-c2ccccc2)cc1,286.14,train
CCC(CC)NC(=O)c1nnc(N2CC[C@H](Cc3ccc(F)cc3)C2)n1CCN1CCOC[C@@H]1C,336.26,train
CS[C@@H](C)C(=O)N[C@@H](C)c1ccc[nH]1,140.3,train
CC(C)(C)OC(=O)N[C@@H]1CCN(C(=O)[C@H]2CCC(=O)c3ccccc32)C1,239.43,train
C/C=C\C[S@](=O)Cc1nnc(CC)o1,139.86,train
Cc1ccc(C(C)C)c(OCc2nnc(N3CCC(OCC(N)=O)CC3)n2CC2=CCCOC2)c1,322.87,train
COc1ccc(C(=O)c2c(CN3CCCC3)n(C)c(=O)n(C)c2=O)cc1OC,261.36,train
COC[C@H](C)N1CC2(C1)CC[C@@H](CNC(=O)c1cn(C)c(=O)[nH]1)O2,218.22,train
CCOC(=O)/C=C\CS[C@H](C)[C@@H](C)O,141.12,train
Cc1ccc(Nc2cnn(C)c2C(N)=O)c(F)c1F,177.64,train
C=C(C)Cn1c(-c2nc3ccccc3s2)nnc1N1CC[C@H]2COC[C@@H]2C1,284.92,train
CC(=O)NCCCn1c(Cc2c(F)cccc2F)nnc1N1C[C@@H](C)[C@H](NC(=O)OC(C)(C)C)C1,306.33,train
CC[C@@H](CNC(=O)NCc1csc(N(C)C)n1)Oc1cccc(C)c1,248.17,train
Cc1cc(C)n([C@@H]2CCCN(c3nnc(Cc4ccncc4)n3CCNC(=O)OC(C)(C)C)C2)n1,322.48,train
COc1ccnc(N2C[C@H]3[C@@H](C2)[C@@H]3NC(=O)[C@H]2CCOC[C@@H]2C)n1,219.11,train
COc1cc(CNC(=O)c2sccc2CN(C)C)ccc1OCCO,245.59,train
Cc1ccc(CNCC(F)(F)CO)o1,112.32,train
Cc1cc(CO)cc(C)c1CNS(=O)(=O)C[C@]1(OC(C)C)CCOC1,237.67,train
Cc1ccccc1OCCn1c([C@@H]2CCCN2C(=O)OC(C)(C)C)nnc1N1CCC[C@H](C(N)=O)C1,328.94,train
C[C@H](NC(=O)c1cc([N+](=O)[O-])ccc1F)[C@@H]1C[C@H](C(=O)OC(C)(C)C)C1(C)C,249.63,train
COc1ccc(CC(=O)Nc2ccc(Oc3ccccc3)cn2)cc1[N+](=O)[O-],264.43,train
CCc1cncc(C(=O)N[C@@H]2CCCC[C@H]2NC(=O)c2c[nH]c(=O)cn2)c1,250.16,train
CO[C@](C)(C(=O)N[C@H](C)c1cnc(C)s1)C1CC1,174.13,train
COC[C@H](F)Cn1c(-c2cc(-c3ccccc3)[nH]n2)nnc1N1CCN(CC(F)(F)C(F)F)CC1,307.67,train
O=C1CCC(=O)N1CCSC1CCC1,132.05,train
C[C@@H](O)CCNC(=O)c1ccoc1Cl,125.64,train
Cc1ccn(CC(=O)N(C)CCC(N)=O)n1,137.01,train
CCOCCOCc1cccc(NCC(=O)N2CCC(C)CC2)c1C,250.22,train
Cc1ccc(C)c(CN2c3cc(C(=O)NC4CCCCC4)ccc3Sc3ccccc3C2=O)c1,351.69,train
C[C@H](C(=O)NC1(CNC(=O)C#CC2CC2)CCC1)c1cccc(F)c1,230.09,train
CCOc1ccccc1C(=O)NCC(=O)NCCCN1CCCCC1=O,238.21,train
Cc1c(C(=O)NC2CN(CC(=O)Nc3ccccc3)C2)cnn1C,226.65,train
CCC(CC)NC(=O)c1nnc(N2CCC[C@H](C(=O)NC)C2)n1Cc1ccc2c(c1)[C@H](C)[C@@H](C)O2,333.83,train
NC(=O)CC(=O)N1CC[C@@]2(C1)CN(CCF)CCO2,158.56,train
C[C@H](C#N)C(=O)N1CCC[C@@H](Nc2cnc3cc(F)c(F)cc3n2)C1,232.3,train
C[C@H](NC(=O)[C@@H](O)C(C)(C)C)C(N)=O,121.27,train
COc1cccc(C(=O)N2CCN(CCC3CCCCC3)CC2)c1OC,251.68,train
C[C@H](C(=O)Nc1ncccn1)N1CC(NC(=O)[C@@]2(C)C=CCC2)C1,221.64,train
CCN(C)C(=O)CNC(=O)[C@]12CCC[C@H]1OCC2,159.61,train
CC(C)CNC(=S)N1CCS[C@H](C)C1,161.55,train
O=C(COC1CC1)NC[C@@H]1COCO1,113.36,train
C[C@@H](C(=O)N[C@@H]1CCN(C(=O)CC2CC2)C1)n1cnc2ccccc21,227.3,train
COc1cccc(C(=O)N2CCC[C@H]2CN(C)Cc2ncc(C)o2)c1,233.07,train
Cc1csc(N2CCN(C(=S)NCCSc3ccc(Cl)cc3)CC2)n1,293.23,train
C[C@H](CNC(=O)Cc1c[nH]cn1)NC(=O)CC/C=C/c1ccccc1,235.97,train
CCn1ncnc1CN1CC(NC(=O)[C@H]2CCc3nccn3C2)C1,214.59,train
Cc1ccnn1CC(=O)N[C@@H]1CCN(Cc2nnnn2C(C)C)C1,209.74,train
CC(=O)NC1CCN(C(=S)NC[C@H]2CCOC2)CC1,187.59,train
Cn1[nH]c(-c2ccccc2Cl)nc1=NC(=O)[C@H]1C[C@H]1c1cc(F)c(F)c(F)c1,259.88,train
NC(=O)CSC[C@@H]1CCc2ccccc21,151.2,train
Cc1oc(C2CC2)nc1C(=O)N(C)[C@@H]1CCSC1,176.26,train
C[C@H]1OCC[C@H]1SCC1N=NC(=O)S1,141.11,train
CCSCc1cc(C(=O)Nc2ncnn2C)no1,167.64,train
CC(=O)N(C)C1CCN(c2nnc(-c3cnn(C)c3)n2CC2(C(N)=O)CCOCC2)CC1,286.2,train
COCC[C@@](C)(O)Cn1c(-c2ccccc2OC)nnc1N1CCC[C@@H](Oc2ncccc2F)C1,316.05,train
CC(C)[C@H]1C[C@@H](NC(=O)OC2CCOCC2)CCO1,170.51,train
COC(=O)CCCNC(=O)C(=O)N[C@@H]1CCCN(C2CCCCC2)C1=O,228.85,train
COC(=O)CSCc1cccc(NC(=O)N(C)[C@H]2C[C@@](C)(OC)C2(C)C)c1,265.24,train
CC[C@@H](CO)C(=O)N[C@@H](C)Cn1cncn1,138.15,train
Cc1nn[nH]c1C(=O)N[C@]1(CO)CCCN(C(=O)c2ncoc2C)C1,211.51,train
Cc1cc(C)n(C[C@@H]2CN(c3nnc(COc4ccccc4F)n3C[C@@](C)(O)C(C)C)CCO2)n1,312.9,train
COCCN(C)c1nnc(-c2n[nH]c(=O)c3ccccc32)n1CCN(C(=O)OC(C)(C)C)C1CC1,328.96,train
C[C@@H]1CN(S(=O)(=O)CCNC(=O)Cc2ccccc2[N+](=O)[O-])C[C@H](C)O1,227.66,train
CC[C@H](CO)C(=O)N1CC[C@](C)(O)C1,123.92,train
CCOc1ccc2ncc(C(=O)c3ccc(OC)cc3)c(S(=O)(=O)c3ccc(C)c(C)c3)c2c1,358.86,train
CCCSCC(=O)N(CCC)CCO,144.73,train
C[C@@H]1CCC[C@@H](SC2CCC2)C1,134.99,train
CO[C@@H](C(=O)N1CCO[C@H](C(C)(C)C)CC1)C1CC1,176.45,train
COC(=O)[C@@H](C)CC(=O)N(C[C@@H](C)C#N)C1CC1,156.98,train
O=C(Cc1cccc2cnccc21)N[C@H](c1ccccc1)[C@@H]1CCCO1,244.25,train
CC[C@H](CNc1ncc(Cl)s1)OC,137.23,train
CCC(CC)(Cn1c(C(=O)Nc2ccccn2)nnc1N1CCN(c2nccnc2C)CC1)SC,352.94,train
C[C@@H](C(=O)N1CCN([C@H](C#N)c2cccc(Cl)c2)CC1)c1cn(C)c2ccccc12,292.2,train
O=C(Nn1ccnn1)[C@@H]1CSC(=O)N1,116.05,train
Cc1cc(C)c([N+](=O)[O-])cc1NC(=O)NC1(CO)C2CC3CC(C2)CC1C3,252.7,train
CC1(CCC(=O)N2CCC[C@H](NC(=O)c3cncc(F)c3)CC2)CC1,228.22,train
O=S(=O)(CC1CCCC1)[C@H]1CCOC1,131.39,train
Cn1cnc(C(=O)NC2CN(C(=O)c3coc(C(F)(F)F)n3)C2)n1,181.05,train
C[C@@H](Cn1c(Cc2cccnc2)nnc1N(C)CCN1C[C@@H](C)O[C@@H](C)C1)Oc1cccc(F)c1,320.83,train
C[C@@H]1CC[C@@H](C)N1C(=O)C(=O)NC[C@]1(C)CCOC1,172.64,train
CNC(=O)CN1CC2(C1)CC[C@H](CNC(=O)[C@H]1CCCC13CC3)O2,217.93,train
COc1cccc([C@@H]2[C@H](C(=O)Nc3cc(F)cc(Cl)c3O)CC(=O)N2C2CC2)c1,257.97,train
COC(=O)CCN(CC(C)C)S(=O)(=O)c1ccc2c(c1)oc(=O)n2C,222.64,train
C/C=C\c1ccc(NC(=O)C(=O)Nc2nc3c(s2)CCCCC3)cc1,286.38,train
C[C@@H](O)CCNC(=O)C1(N(C)C)CC1,128.71,train
CC(C)c1cnc(SCC(=O)c2ccc(CCNS(C)(=O)=O)cc2)n1C(C)C,288.49,train
C[C@H](O)C(=O)NC[C@@H]1COC(C)(C)O1,117.37,train
C[C@@H](NS(C)(=O)=O)c1nnc(N2CC[C@H]3CCNC(=O)[C@H]3C2)n1C[C@]1(C)COCCO1,272.25,train
